4515261824480283,J6p1QiNwD,"【瑞典新冠病例数日增幅历史新高】瑞典周四报告了1474个新冠病例，创单日增幅新高。截至周五上午，瑞典卫生官员报告了49,684例感染，4,854例死亡。瑞典验证了群体免疫的代价，勇气可嘉！ ",https://wx3.sinaimg.cn/large/761f3e86ly1gfqbh9j7mvj20k00hvdi4.jpg,,,2020-06-13,荣耀V10 我AI的快,1,0,0,,,1
4515248172762379,J6oFPbACv,【4月英国经济收缩了20.4%              是有记录以来的最大单月跌幅】与上个月比，GDP下降了20.4%。与2019年4月比，这一数字下降了24.5%。为啥疫情对英国经济影响这么大？是因为服务业的占比高吗？ ,https://wx2.sinaimg.cn/large/761f3e86ly1gfqa1jeh3kj20k01bfn2f.jpg,,,2020-06-13,荣耀V10 我AI的快,1,0,0,,,1
4514899348180968,J6fBcykf6,推特周四宣布删除了与中国政府有关的17万多个账户。称它们围绕香港抗议活动、疫情和其它话题发布了欺骗性的报道。该公司表示，这些账户“传播有利于中国的地缘政治故事”，因违反平台操纵政策而被删除。我的地盘一做主，去TMD各种自由 ,https://wx3.sinaimg.cn/large/761f3e86ly1gfp5r7gcryj20jx0bg402.jpg,,,2020-06-12,荣耀V10 我AI的快,1,2,4,,,1
4514893666307584,J6fs2qsTe,川普周四授权制裁国际刑事法院任何调查美国军队的官员，从而进一步阻止其在阿富汗战争罪的调查。在此项行政命令中，美国将禁止总部设在海牙的法庭对美军进行调查或起诉。对此，欧盟外交政策负责人博雷尔表示严重关切，而以色列总理内塔尼亚胡表示欢迎。国际法庭对美国就是块破抹布 ,https://wx2.sinaimg.cn/large/761f3e86ly1gfp4tb585qj20k0140gv6.jpg,,,2020-06-12,荣耀V10 我AI的快,0,0,0,,,1
4514611343256943,J686GdFhl,【美国的压力可能会加速大中华市场的增长】美国会正在考虑一项新法律，可能会迫使中国公司将其股票从美国交易所摘牌。与此同时，寻找长期增长机会的基金经理已越来越多地将目光投向中国，在疫情冲击全球经济增长之前就已如此。更多的IPO、投资基金和机构将转向香港和中国内地。 ,https://wx4.sinaimg.cn/large/761f3e86ly1gfo8yujl78j20k019yafc.jpg,,,2020-06-11,荣耀V10 我AI的快,1,0,0,,,1
4514534234049200,J666jgZnG,【川普竞选团队要求CNN为拜登领先的民调道歉】CNN总裁杰夫收到了由川普竞选团队的高级法律顾问詹娜和首席运营官签署的一封停止函，信中认为CNN的民意调查旨在通过有偏见的问卷和不公正的抽样来误导美国选民。说好的各种自由呢？ ,https://wx2.sinaimg.cn/large/761f3e86ly1gfnzvef6mtj20k00ltn09.jpg,,,2020-06-11,荣耀V10 我AI的快,2,0,0,,,1
4514175369544088,J5WLuE2QU,周二，几架中国苏-30战斗机越过了台湾海峡中线。前一天，美国海军一架C-40A 货运飞机从日本冲绳岛的美空军基地起飞，飞越了台湾的整个地区，飞机还飞越了东沙群岛，飞往泰国中部的乌塔堡空军基地。美台的切香肠战术，会切到谁的手？ ,https://wx1.sinaimg.cn/large/761f3e86ly1gfmurzcp0bj20k0140aku.jpg,,,2020-06-10,荣耀V10 我AI的快,1,10,0,,,1
4513806279174455,J5NabCuH5,【随着重新开放，美国22个州新冠病例激增】新病例激增最多的州是佛罗里达州。过去一周，每天报告的新增病例平均增加约46%，而该州大部分地区正进入重新开放的第二阶段。疫情、抗争和衰退的经济将把美国带向何处？ ,https://wx4.sinaimg.cn/large/761f3e86ly1gflo7y7hooj20k00mmtcw.jpg,,,2020-06-09,荣耀V10 我AI的快,1,0,0,,,1
4513443514028341,J5DJ5gTXf,【鲍威尔说：川普偏离了宪法】鲍威尔谴责川普：是民主的威胁，他的谎言和侮辱削弱了美国在世界的形象，他冒犯了世界上几乎所有人。川普在推特上称：鲍威尔是非常顽固的人，对把美国推入灾难性的中东战争负有很大责任。一个在联合国用洗衣服欺骗世界的人，指责川普撒谎成性，有点意思！ ,https://wx3.sinaimg.cn/large/761f3e86ly1gfkigeq31ij20k014012e.jpg,,,2020-06-08,荣耀V10 我AI的快,9,9,12,,,1
4513091667437169,J5uzAvcKl,【国务卿蓬佩奥指责中国利用乔治·弗洛伊德之死，称这种可笑的宣传不应该愚弄任何人】是民主党在利用乔治·弗洛伊德之死，好不好？是美国在香港暴乱时做的可笑的宣传现在无法愚弄任何人了，对不对？ ,https://wx1.sinaimg.cn/large/761f3e86ly1gfjecc8nmdj20k00jk41k.jpg,,,2020-06-07,荣耀V10 我AI的快,3,1,0,,,1
